search_term,status,campaign_name,ad_group_name,impressions,clicks,ctr,cost,conversions,cost_per_conversion
colonoscopia precio mexico,NONE,Colonoscopia,Colonoscopy - Pricing,3,0,0,0.0,0,
colonoscopia precio similares,NONE,Colonoscopia,Colonoscopy - Pricing,6,0,0,0.0,0,
colonoscopia salud digna precio,NONE,Colonoscopia,Colonoscopy - Pricing,3,0,0,0.0,0,
colonoscopia similares precio,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
colonoscopía precio,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
costo de la colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,5,0,0,0.0,0,
costo de una colonoscopia en el chopo,NONE,Colonoscopia,Colonoscopy - Pricing,3,0,0,0.0,0,
costos de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
cual es el costo de una colonoscopia en mexico,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
cuanto cuesta colonoscopia,ADDED,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuanto cuesta el examen de colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuanto cuesta una colonoscopia en hospital angeles,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuanto cuesta una colonoscopia en mexico,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuanto sale colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuanto sale un estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuanto sale un examen de colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
cuanto sale una colonoscopia particular,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
cuanto vale la colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
cuánto cuesta la colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuánto es el precio de una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
cuánto sale una colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
cuánto vale una colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,4,0,0,0.0,0,
en cuánto sale una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
endoscopia de colon precio,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
estudio colonoscopia precio,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
estudio de colonoscopia precio salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
estudio del colon precio,NONE,Colonoscopia,Colonoscopy - Pricing,3,0,0,0.0,0,
estudios del colon precio,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
examen de colonoscopia precio,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
precio colonoscopia chopo,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
precio de colonoscopia en el chopo,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
precio de colonoscopia en hospital universitario,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
precio de estudio de colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
precio de una colonoscopia en méxico,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
precios de colonoscopia en mexico,NONE,Colonoscopia,Colonoscopy - Pricing,1,0,0,0.0,0,
que cuesta una colonoscopia,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
que precio tiene una colonoscopia en salud digna,NONE,Colonoscopia,Colonoscopy - Pricing,2,0,0,0.0,0,
area de endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
balon gastrico con endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
biopsia de endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
biopsia de páncreas por endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
biopsia de una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
biopsia endoscopica,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
biopsia endoscópica,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
biopsia pancreas por endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
biopsias endoscopicas,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
bypass gastrico por endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
c pre,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
c1 kimura takemoto,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cada cuando se puede hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cada cuanto se debe hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
camara en el estomago,NONE,Endoscopia,Endoscopy - Core,6,0,0,0.0,0,
camara por el estomago,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
capsula camara para ver intestino,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
capsula endoscopica intestinal,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
capsula gastrica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
capsula para endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
centro de endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
centro de endoscopia merida,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
centro endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
centro endoscopico cerca de mi,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
centro endoscopico de merida,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
centro endoscopico pensiones,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cepre cirugia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
ceprex que es,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cirugia de vesicula por endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cirugia endoscópica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cirugía con endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
cirugía endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cistoscopia endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
clinica santa maria endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
clínica de endoscopia,NONE,Endoscopia,Endoscopy - Core,7,0,0,0.0,0,
clínica de endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
clínica endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
colangio retrograda endoscopica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
colangiografia endoscopica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
colangiopancreatografía retrógrada endoscópica,NONE,Endoscopia,Endoscopy - Core,14,0,0,0.0,0,
colocación de sonda nasoyeyunal por endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
colon endoscopia como se hace,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
colonoscopia y endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
colonoscopia y panendoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
colposcopia del estomago,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como debo prepararme para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es el estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
como es endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es la endoscopia con biopsia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es la endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
como es la gastroscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es la preparación para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es la sedacion para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es una endoscopia de estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como es una endoscopia gastrica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como funciona la capsula endoscopica,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como hacen la endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
como hay que prepararse para una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como prepararme para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como prepararse para una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como realizan la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace el cpre,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace el estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
como se hace endoscopia gastrica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace la cpre,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
como se hace la endoscopia gastrica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace una cpre,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace una endoscopia con anestesia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se hace una endoscopia de estomago,NONE,Endoscopia,Endoscopy - Core,6,0,0,0.0,0,
como se hace una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace una endoscopia superior,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se hace una endoscopia y colonoscopia juntas,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama cuando te meten la camara en el estomago,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se llama cuando te meten una camara en el estomago,NONE,Endoscopia,Endoscopy - Core,7,0,0,0.0,0,
como se llama cuando te revisan el estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama el estudio de estomago con camara,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama el estudio del estomago,NONE,Endoscopia,Endoscopy - Core,6,0,0,0.0,0,
como se llama el estudio donde meten una camarita por la boca,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama el estudio donde te meten una camarita,NONE,Endoscopia,Endoscopy - Core,9,0,0,0.0,0,
como se llama el estudio donde te meten una camarita por la boca,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
como se llama el estudio para checar el estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama el estudio para revisar el estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama el estudio para ver el estomago,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
como se llama el estudio para ver el estomago por dentro,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se llama el estudio que meten una camara al estomago,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se llama el estudio que te meten un tubo por la boca,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se llama el estudio que te meten una camarita por la boca,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se realiza la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
como se realiza la gastroscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se realiza un cpre,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
como se realiza una endoscopia,NONE,Endoscopia,Endoscopy - Core,7,0,0,0.0,0,
como se realiza una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
como se realiza una endoscopia digestiva alta,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como se realiza una endoscopia y para que sirve,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como solicitar una endoscopia en el imss,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
como te sedan para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
con la endoscopia que se detecta,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
con una endoscopia que se puede detectar,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
consultorio gastroenterologia y endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cpre,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cpre como se realiza,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cpre endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
cpre estudio medico,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cpre medicina,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cpre pancreatitis,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
cpre procedimiento,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cricofaringeo endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cual es la preparacion para una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cual es la preparación para una esofagogastroduodenoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuando es necesaria una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuando hacer endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuando hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuando hacerse una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuando se hace una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuando te hacen una endoscopia te duermen,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuando te mandan a hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuantas horas de ayuno se necesita para una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuanto dura la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuanto dura un estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuanto tarda el estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuanto tarda el procedimiento de una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuanto tarda un estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuanto tarda una endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuanto tiempo de ayuno para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuanto tiempo dura una endoscopia con sedación,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuanto tiempo lleva hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuanto tiempo tarda la endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuanto tiempo tarda una endoscopia,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
cuci endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuidados de la endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuál es la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuándo es necesario hacerse una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuántas horas de ayuno para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuánto dura una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuánto tarda una endoscopia,NONE,Endoscopia,Endoscopy - Core,9,0,0,0.0,0,
cuánto tiempo tarda en hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cuánto tiempo tarda en hacerse una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cuánto tiempo tarda una endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
cámara en el estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo debo prepararme para una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cómo es el estudio de endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
cómo es el estudio de la endoscopia,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
cómo es el procedimiento de la endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
cómo es el procedimiento de una endoscopia,NONE,Endoscopia,Endoscopy - Core,6,0,0,0.0,0,
cómo es la endoscopia gastrointestinal,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo es una gastroscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo hacer una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cómo me preparo para una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo se hace una endoscopia en el estómago,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
cómo se llama cuando te meten una camarita por la boca,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo se llama cuando te meten una cámara por la boca,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cómo se realiza la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo se realiza una cpre,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
cómo se realiza una endoscopia gástrica,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
cómo te hacen una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
definir endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
diagnóstico endoscópico,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
diferencia entre endoscopia y panendoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
dilatación endoscópica,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
diseccion endoscopica submucosa,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
dispepsia funcional endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
displasia gastrica endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
diverticulo endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
donde hacen endoscopia cerca de mi,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
donde hacen endoscopias,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
donde hacerse una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
donde puedo hacerme una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
donde realizar endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
donde se puede realizar una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
dr gustavo adolfo segovia cuevas endoscopista cancún,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
dra miriam idalia torres ruiz gastroenterólogo endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
duele la endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
duele una endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
duodeno normal endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
duodenoscopia procedimiento,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
duracion de una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
duración de endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
dónde hacen endoscopia,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
dónde realizan endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
dónde te ponen la anestesia para la endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
eco endoscopia,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
ecografia endoscopica de esofago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
ecografia endoscopica de estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
ecos endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
egd español,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
egd medicina,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
el chopo endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
el imss hace endoscopias,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
el resultado de la endoscopia es inmediato,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
en el chopo hacen endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
en el imss hacen endoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
en endoscopia digestiva,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
en la endoscopia sale la bacteria helicobacter pylori,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
en que consiste la panendoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
en qué consiste la endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
en qué consiste una endoscopia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
en salud digna hay endoscopia,NONE,Endoscopia,Endoscopy - Core,7,0,0,0.0,0,
en una endoscopia que se ve,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endocolonoscopia que es,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia acalasia,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia alta digestiva,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia anal,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia baja,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia baja y alta,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia bariatrica,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
endoscopia biportal columna,NONE,Endoscopia,Endoscopy - Core,4,0,0,0.0,0,
endoscopia cd del carmen,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia centro,NONE,Endoscopia,Endoscopy - Core,5,0,0,0.0,0,
endoscopia centro medico,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia cerca de mi ubicación,NONE,Endoscopia,Endoscopy - Core,9,0,0,0.0,0,
endoscopia cerebral,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia chetumal,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia chopo,NONE,Endoscopia,Endoscopy - Core,6,0,0,0.0,0,
endoscopia cirugia,NONE,Endoscopia,Endoscopy - Core,7,0,0,0.0,0,
endoscopia ciudad del carmen,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia clinica las americas,NONE,Endoscopia,Endoscopy - Core,3,0,0,0.0,0,
endoscopia coatzacoalcos,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia colonoscopia,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia columna,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia como es,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia como se hace,NONE,Endoscopia,Endoscopy - Core,10,0,0,0.0,0,
endoscopia como se realiza,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia con biopsia para helicobacter pylori,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia con biopsia que es,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia con cancer de estomago,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia con capsula,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia con dilatacion esofagica,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia con helicobacter pylori,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia con pastilla camara,NONE,Endoscopia,Endoscopy - Core,2,0,0,0.0,0,
endoscopia con ultrasonido,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia cruz roja,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia cuando es necesaria,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia de,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
endoscopia de columna,NONE,Endoscopia,Endoscopy - Core,1,0,0,0.0,0,
